Sequential ID,Traceability ID,Category,Scope,Rule description,HMRC reference,Publication title,Version,Page/paragraph identifier,URL,Last updated,Error code,Acceptance criteria,Verification procedure
3046,TDR-R-03046,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type EX, additional declaration type Z, and requested procedure 3153 must derive category B1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!14,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 14,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals EX.
- DE 1/2 equals Z.
- DE 1/10 equals 3153.
- The combination derives procedure category B1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3047,TDR-R-03047,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type EX, additional declaration type Z, and requested procedure 3171 must derive category B1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!14,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 14,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals EX.
- DE 1/2 equals Z.
- DE 1/10 equals 3171.
- The combination derives procedure category B1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3048,TDR-R-03048,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 1007 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 1007.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3049,TDR-R-03049,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 1040 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 1040.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3050,TDR-R-03050,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 1042 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 1042.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3051,TDR-R-03051,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 2200 must derive category B2.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 2200.
- The combination derives procedure category B2.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3052,TDR-R-03052,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 2300 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 2300.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3053,TDR-R-03053,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 3151 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 3151.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3054,TDR-R-03054,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 3153 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 3153.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3055,TDR-R-03055,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type A, and requested procedure 3171 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!15,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 15,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals A.
- DE 1/10 equals 3171.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3056,TDR-R-03056,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type B, and requested procedure 1040 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!16,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 16,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals B.
- DE 1/10 equals 1040.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3057,TDR-R-03057,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 1007 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 1007.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3058,TDR-R-03058,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 1040 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 1040.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3059,TDR-R-03059,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 1042 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 1042.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3060,TDR-R-03060,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 2300 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 2300.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3061,TDR-R-03061,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 3151 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 3151.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3062,TDR-R-03062,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 3153 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 3153.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3063,TDR-R-03063,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type C, and requested procedure 3171 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!17,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 17,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals C.
- DE 1/10 equals 3171.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3064,TDR-R-03064,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 1007 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 1007.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3065,TDR-R-03065,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 1040 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 1040.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3066,TDR-R-03066,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 1042 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 1042.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3067,TDR-R-03067,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 2200 must derive category B2.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 2200.
- The combination derives procedure category B2.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3068,TDR-R-03068,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 2300 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 2300.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3069,TDR-R-03069,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 3151 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 3151.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3070,TDR-R-03070,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 3153 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 3153.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3071,TDR-R-03071,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type D, and requested procedure 3171 must derive category B4.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!18,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 18,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals D.
- DE 1/10 equals 3171.
- The combination derives procedure category B4.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3072,TDR-R-03072,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type E, and requested procedure 1040 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!19,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 19,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals E.
- DE 1/10 equals 1040.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3073,TDR-R-03073,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 1007 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 1007.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3074,TDR-R-03074,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 1040 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 1040.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3075,TDR-R-03075,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 1042 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 1042.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3076,TDR-R-03076,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 2300 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 2300.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3077,TDR-R-03077,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 3151 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 3151.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
3078,TDR-R-03078,Cross-field integrity,Export declaration,"Export procedure derivation: declaration type CO, additional declaration type F, and requested procedure 3153 must derive category C1.",CDS 03 Declaration Technical Completion Matrix for Exports | v5.7 | Procedure Category Derivation 1!20,CDS 03 Declaration Technical Completion Matrix for Exports,v5.7,Procedure Category Derivation 1 row 20,https://developer.service.hmrc.gov.uk/guides/customs-declarations-end-to-end-service-guide/documentation/resources/CDS_Technical_Documentation.zip,2025-05-01,CDS11004 | CDS11005 | CDS12050 | CDS12052,"- DE 1/1 equals CO.
- DE 1/2 equals F.
- DE 1/10 equals 3153.
- The combination derives procedure category C1.","1. Populate DE 1/1, 1/2 and 1/10 with the stated export combination.
2. Confirm the mapping against the HMRC export derivation matrix.
3. Submit an export declaration using a single derived category.
4. Introduce an invalid combination to confirm rejection handling."
